"WasdeNumber","ReportDate","ReportTitle","Attribute","ReliabilityProjection","Commodity","Region","MarketYear","ProjEstFlag","AnnualQuarterFlag","Value","Unit","ReleaseDate","ReleaseTime","ForecastYear","ForecastMonth"
"665","November 2025","U.S. Sugar Supply and Use","Texas","","Sugar","United States","2023/24","","Annual","40.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Total Supply","","Sugar","United States","2023/24","","Annual","14995.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Total Use","","Sugar","United States","2023/24","","Annual","12775.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","TRQ","","Sugar","United States","2023/24","","Annual","1788.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Beet Sugar","","Sugar","United States","2024/25","Est.","Annual","5370.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Beginning Stocks","","Sugar","United States","2024/25","Est.","Annual","2220.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Cane Sugar","","Sugar","United States","2024/25","Est.","Annual","4027.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Deliveries","","Sugar","United States","2024/25","Est.","Annual","12660.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Ending Stocks","","Sugar","United States","2024/25","Est.","Annual","2489.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Exports","","Sugar","United States","2024/25","Est.","Annual","111.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Exports - Other","","Sugar","United States","2024/25","Est.","Annual","111.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Florida","","Sugar","United States","2024/25","Est.","Annual","1931.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Food","","Sugar","United States","2024/25","Est.","Annual","12549.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","High-tier tariff/other","","Sugar","United States","2024/25","Est.","Annual","1014.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Imports","","Sugar","United States","2024/25","Est.","Annual","3415.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Louisiana","","Sugar","United States","2024/25","Est.","Annual","2095.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Mexico","","Sugar","United States","2024/25","Est.","Annual","504.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Miscellaneous","","Sugar","United States","2024/25","Est.","Annual","-227.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Non-program","","Sugar","United States","2024/25","Est.","Annual","1518.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Other Program","","Sugar","United States","2024/25","Est.","Annual","362.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Production","","Sugar","United States","2024/25","Est.","Annual","9396.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Stocks to Use Ratio","","Sugar","United States","2024/25","Est.","Annual","19.80","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Texas","","Sugar","United States","2024/25","Est.","Annual",".00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Total Supply","","Sugar","United States","2024/25","Est.","Annual","15032.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Total Use","","Sugar","United States","2024/25","Est.","Annual","12543.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","TRQ","","Sugar","United States","2024/25","Est.","Annual","1534.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Beet Sugar","","Sugar","United States","2025/26","Proj.","Annual","5211.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Beginning Stocks","","Sugar","United States","2025/26","Proj.","Annual","2489.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Cane Sugar","","Sugar","United States","2025/26","Proj.","Annual","4108.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Deliveries","","Sugar","United States","2025/26","Proj.","Annual","12176.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Ending Stocks","","Sugar","United States","2025/26","Proj.","Annual","1845.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Exports","","Sugar","United States","2025/26","Proj.","Annual","100.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Exports - Other","","Sugar","United States","2025/26","Proj.","Annual","105.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Florida","","Sugar","United States","2025/26","Proj.","Annual","2053.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Food","","Sugar","United States","2025/26","Proj.","Annual","12071.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","High-tier tariff/other","","Sugar","United States","2025/26","Proj.","Annual","525.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Imports","","Sugar","United States","2025/26","Proj.","Annual","2313.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Louisiana","","Sugar","United States","2025/26","Proj.","Annual","2056.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Mexico","","Sugar","United States","2025/26","Proj.","Annual","220.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Miscellaneous","","Sugar","United States","2025/26","Proj.","Annual",".00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Non-program","","Sugar","United States","2025/26","Proj.","Annual","744.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Other Program","","Sugar","United States","2025/26","Proj.","Annual","200.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Production","","Sugar","United States","2025/26","Proj.","Annual","9319.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Stocks to Use Ratio","","Sugar","United States","2025/26","Proj.","Annual","15.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Texas","","Sugar","United States","2025/26","Proj.","Annual",".00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Total Supply","","Sugar","United States","2025/26","Proj.","Annual","14121.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","Total Use","","Sugar","United States","2025/26","Proj.","Annual","12276.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
"665","November 2025","U.S. Sugar Supply and Use","TRQ","","Sugar","United States","2025/26","Proj.","Annual","1369.00","1000 Short Tons, Raw Value","2025-11-14","12:00:00.0000000","2025","11"
